nanoplastics type,surface charge,nanoplastics shape,nanoplastics size(nm),nanoplastics dose(mg/g or mg/ml),adsorption of pollutant types,pollutant types,pollutants dose(mg/g or mg/ml),environmental media,photosynthetic organisms species,organisms category,organisms type,exposure time(day),Tem(¡æ),photosynthetic and biochemical indexes,index groups,nc,nt,avc,avt,sdc,sdt,study_id,year,effect_size,variance
PS,plain,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,871.20253,898.66934,21.36307,38.9113,40,2024,0.031252931,0.000825576
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,chla,Light Reaction,3,3,2.06398,1.92487,0.07971,0.06096,50,2025,-0.069859142,0.000831659
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,5,25,Fv/F0,Light Reaction,3,3,2.76782,2.55744,0.102329562,0.088265309,10,2021,-0.079082534,0.000852858
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,5,25,Fv/F0,Light Reaction,3,3,2.76782,2.59802,0.102329562,0.089824155,10,2021,-0.063338974,0.000854262
PS,carboxylated,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1107.50213,1044.8804,52.93796,17.43079,40,2024,-0.058539132,0.000854653
PMMA,plain,sphere,485,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,chla,Light Reaction,3,3,1.71952,1.78789,0.0606,0.06526,50,2025,0.039006022,0.000858304
PS,plain,sphere,100,0.001,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,20,25,chlb,Light Reaction,3,3,2.21446,2.33645,0.10082,0.05242,53,2023,-0.053362529,0.000858974
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,chla,Light Reaction,3,3,2.06398,2.06867,0.07971,0.06877,50,2025,0.002205342,0.000865727
PS,carboxylated,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,464.49964,466.4364,17.43079,16.13962,40,2024,0.004125743,0.000868688
PMMA,plain,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,458.40324,452.95682,14.52381,18.15475,40,2024,-0.011851998,0.000870297
PS,plain,sphere,100,0.05,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,Ci,Calvin Cycle,5,5,309.82779,313.67442,15.32113529,13.70839362,19,2024,0.012285399,0.000871246
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,5,25,Fv/Fm,Light Reaction,3,3,5.11313,5.3308,0.23851,0.11347,50,2025,0.041402443,0.000876603
PS,carboxylated,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1407.05349,1421.25636,63.9129,34.86158,40,2024,0.009799845,0.000888565
PMMA,aminonted,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1484.14686,1420.60522,30.86308,68.98806,40,2024,-0.043436131,0.000930569
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,chla,Light Reaction,3,3,4.40214,3.99423,0.09724,0.19196,2,2024,-0.096936339,0.000932854
PS,aminonted,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1540.79854,1515.7711,52.03074,61.90999,40,2024,-0.016288545,0.000936409
PS,carboxylated,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1107.50213,1095.8816,52.93796,25.17781,40,2024,-0.010840816,0.00093785
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,0,25,Fv/F0,Light Reaction,3,3,2.66477,2.6783,0.107006099,0.092941846,10,2021,0.004996469,0.000939127
PS,carboxylated,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1407.05349,1407.05349,63.9129,38.73509,40,2024,-0.000217568,0.000940644
PS,carboxylated,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1107.50213,1035.84222,52.93796,24.53222,40,2024,-0.067179625,0.000948869
PS,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,464.49964,457.39821,17.43079,17.43079,40,2024,-0.015399071,0.000953714
PS,plain,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,563.72695,607.97902,14.49637,28.99273,40,2024,0.075839169,0.000978754
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,Fv/Fm,Light Reaction,3,3,4.57821,4.86767,0.18757,0.17367,50,2025,0.061239689,0.000984077
PS,plain,sphere,80,0.0005,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chlb,Light Reaction,3,3,1.7961,1.66749,0.060206086,0.07226116,26,2023,0.074172425,0.001000789
PS,plain,sphere,100,0.1,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,40,25,chla,Light Reaction,3,3,4.09465,3.91069,0.21024,0.07646,53,2023,0.04634309,0.001006586
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,0,25,Fv/F0,Light Reaction,3,3,2.66477,2.65665,0.107006099,0.100770716,10,2021,-0.003080768,0.001017356
PS,aminonted,sphere,50,0.003,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,qP,Light Reaction,3,3,0.79348,0.69822,0.035749529,0.022360776,24,2025,-0.12806147,0.001018787
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,Fv/Fm,Light Reaction,3,3,0.4797,0.47327,0.0118,0.02359,2,2024,-0.013181625,0.001030227
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,Fv/Fm,Light Reaction,3,3,0.4797,0.47198,0.0118,0.02359,2,2024,-0.015908797,0.001034764
PS,plain,sphere,100,0.05,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,Tr,Simultaneous Effect,5,5,2.41399,2.11219,0.105206998,0.121083081,19,2024,-0.133416972,0.00103742
PS,aminonted,sphere,100,0.0001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.62667,0.001,0.04038,55,2024,-0.079078304,0.001039076
PS,aminonted,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,818.2958,957.26396,25.02744,44.78595,40,2024,0.157064195,0.001041749
PS,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1407.05349,1433.52247,63.9129,47.12769,40,2024,0.018473141,0.001048323
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,chlb,Light Reaction,3,3,0.85332,0.63665,0.04571,0.01064,2,2024,-0.29334626,0.001050047
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,5,25,Fv/Fm,Light Reaction,3,3,5.11313,5.18491,0.23851,0.16442,50,2025,0.013745693,0.001060821
PS,plain,sphere,100,0.1,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,Ci,Calvin Cycle,5,5,309.82779,308.86613,15.32113529,16.66507923,19,2024,-0.003062094,0.001071602
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,carotenoids,Light Reaction,3,3,2.5237,2.16574,0.11111,0.07746,2,2024,-0.15307383,0.001072818
PS,plain,sphere,61.71,1,non,non,0,soil,Triticum aestivum L.,Crops,C3,14,20.5,Pn,Simultaneous Effect,4,4,20.63046,20.33483,0.94606,0.96968,27,2024,-0.014412068,0.001094507
PS,plain,sphere,685.1,0.1,As(arsenic),Heavy Metal (HM),0.001,freshwater,rice,Crops,C3,14,,Pn,Simultaneous Effect,5,5,11.13727,11.13727,0.69694,0.45503,46,2024,-0.000224666,0.001117396
PMMA,carboxylated,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1480.5159,1407.89689,30.86309,76.24997,40,2024,-0.04987715,0.001123067
PS,plain,sphere,80,0.01,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chlb,Light Reaction,3,3,1.68835,1.66749,0.066233623,0.07226116,26,2023,0.012375724,0.001139302
PS,plain,sphere,80,0.02,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chlb,Light Reaction,3,3,1.66749,1.37726,0.07226116,0.054178549,26,2023,-0.191278563,0.001142135
PS,plain,sphere,305.3,0.05,As(arsenic),Heavy Metal (HM),0.001,freshwater,rice,Crops,C3,14,,Pn,Simultaneous Effect,5,5,11.13727,9.0522,0.69694,0.39743,46,2024,-0.207488153,0.001169081
PS,plain,sphere,200,0.025,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,chla,Light Reaction,3,3,9.88702,6.3958,0.50846,0.18919,52,2025,-0.435876218,0.001173676
PS,plain,sphere,400,0.001,TBBPA(tetrabromobisphenol A),Endocrine Disrupting Compound (EDC),0.00025,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,chla,Light Reaction,3,3,100,43.82843,0.001,2.60731,41,2025,-0.824297669,0.001180343
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,Fv/Fm,Light Reaction,3,3,4.57821,4.86767,0.18757,0.21072,50,2025,0.061339865,0.001184536
PS,aminonted,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1540.79854,1257.59327,52.03074,61.90999,40,2024,-0.202887162,0.001188336
PS,carboxylated,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,786.64647,751.13931,33.57041,31.63365,40,2024,-0.046195731,0.001198623
PS,plain,sphere,79.6,0.001,ZnONPs(ZnO nanospheres),Nanoparticle,0.01,soil,corn,Crops,C4,15,25,Pn,Simultaneous Effect,5,5,10.37172,11.23558,0.319534114,0.798812924,38,2023,-0.080413217,0.001201307
PS,plain,sphere,80,0.0005,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chlb,Light Reaction,3,3,1.66749,1.8604,0.07226116,0.078288697,26,2023,0.10945417,0.001216641
PS,plain,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,563.72695,564.48992,14.49637,31.28163,40,2024,0.001754129,0.001244608
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,Fv/Fm,Light Reaction,3,3,4.85609,4.85841,0.08568,0.28714,50,2025,0.00100792,0.001268786
PS,aminonted,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1260.88636,1257.59327,32.93084,70.47201,40,2024,-0.002205466,0.001274666
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,2.6298,2.47662,0.07972,0.13443,50,2025,-0.059675181,0.001288936
PS,plain,sphere,80,0.02,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chlb,Light Reaction,3,3,1.46415,1.66749,0.066233623,0.07226116,26,2023,-0.130016561,0.001308537
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,8,25,Fv/Fm,Light Reaction,4,4,0.86667,0.53456,0.04018,0.02974,43,2025,-0.483096075,0.001311588
PS,plain,sphere,100,0.05,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,Gs,Simultaneous Effect,5,5,0.15534,0.13881,0.00986106,0.006976532,19,2024,-0.112660546,0.001311612
PS,carboxylated,sphere,100,0.0001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.53726,0.001,0.03894,55,2024,-0.23287859,0.001314702
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,5.08577,4.7313,0.23252,0.20416,23,2021,-0.072284486,0.001317867
PS,aminonted,sphere,50,0.005,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,carotenoids,Light Reaction,3,3,0.3289,0.23185,0.00341214,0.014410663,24,2025,-0.349037204,0.001324459
PS,plain,sphere,100,0.1,non,non,0,freshwater,S. cereale,Crops,C3,7,22.5,Ci,Calvin Cycle,4,4,276.75706,326.40565,18.67967,9.8314,47,2025,0.164544811,0.001366369
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,5,25,Fv/Fm,Light Reaction,3,3,5.11313,4.85841,0.23851,0.21304,50,2025,-0.051142701,0.001366703
PS,aminonted,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,818.2958,849.90941,25.02744,48.07903,40,2024,0.03828333,0.001379135
PS,plain,sphere,500,0.05,non,non,0,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,chlb,Light Reaction,4,4,1.66,1.63,0.02,0.12,21,2023,-0.017578251,0.001392171
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,21,25,chla,Light Reaction,3,3,1.73875,1.74803,0.06914,0.08938,37,2023,0.005495188,0.001399071
PS,plain,sphere,100,0.001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chla,Light Reaction,4,4,1.47033,1.60012,0.001,0.1197,55,2024,0.085291212,0.001400112
PS,carboxylated,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,786.64647,780.19062,33.57041,38.08951,40,2024,-0.008146947,0.001402051
PS,plain,sphere,50,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,chla,Light Reaction,3,3,13.874,14.02815,0.45339,0.78891,45,2025,0.011398565,0.001410818
PS,plain,sphere,50,0.05,AZM(azithromycin),Antibiotic,0.000001,freshwater,Synechocystis sp.,Algae & Microorganisms,Algae & Microorganisms,4,28,chla,Light Reaction,3,3,0.98558,0.89189,0.05872,0.0233,25,2022,0.100365359,0.001411443
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,chla,Light Reaction,3,3,3.34258,2.43457,0.06567,0.15154,2,2024,-0.316391404,0.001420987
PS,plain,sphere,80,0.005,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chlb,Light Reaction,3,3,1.66749,1.84476,0.07226116,0.090309129,26,2023,0.101116117,0.001425342
PS,plain,sphere,87.8,0.0001,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,21,25,Ci,Calvin Cycle,4,4,313.82,329.3,23.14,5.42,12,2020,0.047503845,0.001427921
PS,carboxylated,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,464.49964,445.1321,17.43079,23.88664,40,2024,-0.042344457,0.001429837
PMMA,plain,sphere,485,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,Fv/Fm,Light Reaction,3,3,0.46176,0.45589,0.02758,0.01226,50,2025,-0.013267762,0.001430949
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,4,25,chla,Light Reaction,4,4,1.45501,1.11789,0.06961,0.06649,43,2025,-0.26341369,0.001457171
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,Fv/Fm,Light Reaction,3,3,0.46176,0.45078,0.02758,0.01303,50,2025,-0.024521178,0.001468399
PS,plain,sphere,100,0.01,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,Total chl,Light Reaction,3,3,1.70991,1.23707,0.10723,0.02713,22,2024,-0.32427034,0.001472079
PMMA,plain,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1084.74226,1046.61728,61.72617,36.30951,40,2024,-0.03611817,0.001481202
PS,aminonted,sphere,50,0.001,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,carotenoids,Light Reaction,3,3,0.3289,0.29888,0.00341214,0.019745379,24,2025,-0.095002115,0.001491778
PS,plain,sphere,80,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.64281,2.60835,0.07055,0.1608,45,2025,-0.012610263,0.001505205
PS,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,786.64647,744.03787,33.57041,38.73509,40,2024,-0.055538814,0.001511091
PMMA,plain,sphere,485,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,Fv/Fm,Light Reaction,3,3,0.46176,0.43521,0.02758,0.01378,50,2025,-0.059644085,0.001524087
PS,plain,sphere,48.98,0.001,Phe(phenonnthrene),Polycyclic Aromatic Hydrocarbon (PAH),0.05,freshwater,rice,Crops,C3,7,,Ci,Calvin Cycle,3,3,371.99434,353.09796,25.01128,2.66664,3,2022,0.052877047,0.001527024
PS,carboxylated,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1407.05349,1466.44729,63.9129,73.59668,40,2024,0.041420784,0.001527926
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,chlb,Light Reaction,3,3,0.85332,0.62506,0.04571,0.0263,2,2024,-0.311470156,0.001547244
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,chlb,Light Reaction,3,3,1.10913,0.86334,0.0739,0.01252,2,2024,-0.251227464,0.001550997
PS,plain,sphere,100,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Gs,Simultaneous Effect,3,3,87.5,78.83,5.36,2.4,35,2023,-0.104816079,0.001560614
PS,plain,sphere,100,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Gs,Simultaneous Effect,3,3,87.5,78.83,5.36,2.4,35,2023,-0.104816079,0.001560614
PS,aminonted,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,818.2958,976.36385,25.02744,59.93414,40,2024,0.177083544,0.001568689
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,Fv/Fm,Light Reaction,3,3,4.79125,4.51337,0.03474,0.30798,50,2025,-0.058979943,0.001570837
PS,plain,sphere,100,0.01,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.05,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Pn,Simultaneous Effect,3,3,18.55,7.99,0.76,0.44,35,2023,-0.842053361,0.00157105
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.45126,1.41844,0.09847,0.01563,50,2025,-0.023621533,0.001576256
PS,plain,sphere,20,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,chla,Light Reaction,3,3,13.78332,16.37674,0.41712,1.0156,45,2025,0.172891204,0.001588089
PS,aminonted,sphere,50,0.003,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,carotenoids,Light Reaction,3,3,0.3289,0.24215,0.00341214,0.01669697,24,2025,-0.305421903,0.001621971
PS,aminonted,sphere,75,0.1,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,chla,Light Reaction,3,3,3.14693,2.1798,0.03129,0.15076,49,2022,-0.366413485,0.001628701
PMMA,plain,sphere,485,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,Fv/Fm,Light Reaction,3,3,0.46176,0.43163,0.02758,0.01583,50,2025,-0.067846933,0.001638302
PS,plain,sphere,106,0.01,AgNPs(nanoAg),Nanoparticle,0.001,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chla,Light Reaction,4,4,2.24009,3.03703,0.1633,0.11104,28,2023,-0.303866838,0.001663695
PS,plain,sphere,108.15,0.005,non,non,0,seawater,Prorocentrum donghaiense,Algae & Microorganisms,Algae & Microorganisms,20,,chla,Light Reaction,3,3,1.15999,1.40217,0.02571,0.09409,20,2024,0.19027825,0.001665831
PMMA,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1077.48036,1115.60534,70.80354,29.04761,40,2024,0.034165159,0.001666408
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,chla,Light Reaction,3,3,4.40214,2.94982,0.09724,0.19828,2,2024,-0.399674922,0.001669864
PS,carboxylated,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1107.50213,1075.22289,52.93796,56.16588,40,2024,-0.029505189,0.001671849
PMMA,plain,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1084.74226,1075.66489,61.72617,45.38688,40,2024,-0.008646389,0.001673565
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,Fv/Fm,Light Reaction,4,4,0.86667,0.24241,0.04018,0.01634,43,2025,-1.273728492,0.001674041
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.45126,1.41531,0.09847,0.0297,50,2025,-0.025777464,0.001682579
PS,aminonted,sphere,41.5,0.0005,non,non,0,freshwater,Synechococcus sp.,Algae & Microorganisms,Algae & Microorganisms,4,,chla,Light Reaction,5,5,5.96264,5.68174,0.358173369,0.394531834,42,2025,-0.048134476,0.001686739
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.68436,0.001,0.05624,55,2024,0.00931088,0.001690314
PS,aminonted,sphere,50,0.001,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chlc,Light Reaction,3,3,0.32057,0.30809,-0.002650038,0.021997045,24,2025,-0.038870488,0.001723453
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,chlb,Light Reaction,3,3,1.10913,0.85645,0.0739,0.02442,2,2024,-0.259139665,0.001751929
PMMA,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,460.21872,500.15918,25.41665,23.60118,40,2024,0.083087318,0.001759693
PS,carboxylated,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,464.49964,443.19535,17.43079,27.76014,40,2024,-0.046530954,0.001778135
PS,plain,sphere,100,0.1,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,Gs,Simultaneous Effect,5,5,0.15534,0.13245,0.00986106,0.009302043,19,2024,-0.159320791,0.001793233
PS,plain,sphere,108.15,0.005,non,non,0,seawater,Prorocentrum donghaiense,Algae & Microorganisms,Algae & Microorganisms,20,,carotenoids,Light Reaction,3,3,1.00612,1.09872,0.02624,0.07536,20,2024,0.088715226,0.00179613
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,4,20,chlb,Light Reaction,6,6,0.59823,0.81564,0.04804,0.05364,17,2022,-0.309820809,0.001796438
PS,plain,sphere,106,0.01,non,non,0,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chla,Light Reaction,4,4,3.03703,2.04902,0.11104,0.15678,28,2023,-0.392953721,0.001798945
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,chla,Light Reaction,4,4,1.45501,0.78804,0.06961,0.05558,43,2025,-0.612883505,0.001816741
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,chla,Light Reaction,4,4,1.45501,0.78804,0.06961,0.05558,43,2025,-0.612883505,0.001816741
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,chla,Light Reaction,3,3,1.08238,1.03862,0.02814,0.0719,50,2025,-0.040583345,0.001824039
PS,carboxylated,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1407.05349,1514.22057,63.9129,88.44512,40,2024,0.073627774,0.001825869
