nanoplastics type,surface charge,nanoplastics shape,nanoplastics size(nm),nanoplastics dose(mg/g or mg/ml),adsorption of pollutant types,pollutant types,pollutants dose(mg/g or mg/ml),environmental media,photosynthetic organisms species,organisms category,organisms type,exposure time(day),Tem(¡æ),photosynthetic and biochemical indexes,index groups,nc,nt,avc,avt,sdc,sdt,study_id,year,effect_size,variance
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.00007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,carotenoids,Light Reaction,3,3,0.59057,1.00467,0.02444,0.11166,18,2024,-0.53309952,0.00469695
PS,plain,sphere,50,0.00125,non,non,0,freshwater,Myriophyllum sp. ¡®Roraima¡¯,Aquatic & Wetland Plants,C3,7,25,chla,Light Reaction,3,3,997.10361,893.85123,101.6306099,54.36057048,39,2024,-0.11043038,0.004702581
PS,plain,sphere,80,0.01,BDE(decabromodiphenyl ether),Persistent Organic Pollutant (POP),0.0003,freshwater,Salvinia natans,Aquatic & Wetland Plants,C3,14,25,Total chl,Light Reaction,3,3,2.196,3.286,0.204,0.248,1,2024,-0.402544542,0.004781165
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,carotenoids,Light Reaction,3,3,1.31158,1.40444,0.12276,0.10488,2,2024,0.067875516,0.004785034
PS,plain,sphere,50,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,chla,Light Reaction,3,3,13.874,15.90521,0.45339,1.83171,45,2025,0.13866262,0.004786738
PS,plain,sphere,20,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.59358,2.70188,0.07876,0.3134,45,2025,0.042997379,0.004802311
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.00025,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,chlb,Light Reaction,4,4,1.59,1.66,0.22,0.02,21,2023,-0.040708629,0.004833947
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.0007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chla,Light Reaction,3,3,0.55864,0.99742,0.0269,0.10998,18,2024,-0.581306616,0.004834156
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Gs,Simultaneous Effect,4,4,0.13272,0.08131,0.01635,0.00532,43,2025,-0.491334547,0.004872043
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Gs,Simultaneous Effect,4,4,0.13272,0.08131,0.01635,0.00532,43,2025,-0.491334547,0.004872043
PS,plain,sphere,100,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Tr,Simultaneous Effect,3,3,1.91,1.13,0.11,0.12,35,2023,-0.523558856,0.004872379
PS,plain,sphere,100,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Tr,Simultaneous Effect,3,3,1.91,1.13,0.11,0.12,35,2023,-0.523558856,0.004872379
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,3,25,chlb,Light Reaction,3,3,2.83889,3.38914,0.23168,0.307,23,2021,-0.177420617,0.004961355
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,carotenoids,Light Reaction,3,3,1.31158,1.3858,0.12276,0.10876,2,2024,0.054611569,0.004979634
PS,plain,sphere,30,0.05,non,non,0,freshwater,Azolla fliculoides Lam.,Aquatic & Wetland Plants,C3,7,25,Total chl,Light Reaction,5,5,0.59,0.48,0.04472136,0.067082039,33,2024,-0.204957856,0.005063635
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,Fv/Fm,Light Reaction,3,3,4.57821,4.86535,0.18757,0.56965,50,2025,0.062835544,0.005139595
PS,aminonted,sphere,200,0.2,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,136.19333,107.32004,8.88408,11.38274,36,2021,-0.2370943,0.005176237
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,4,25,chlb,Light Reaction,3,3,3.84962,4.59391,0.35332,0.38808,23,2021,-0.176542524,0.005193448
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Ci,Calvin Cycle,4,4,132.24896,77.82931,16.63482,5.54494,43,2025,-0.531511338,0.005232998
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Ci,Calvin Cycle,4,4,132.24896,77.82931,16.63482,5.54494,43,2025,-0.531511338,0.005232998
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.0007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chlb,Light Reaction,3,3,0.6196,0.99854,0.04196,0.10552,18,2024,-0.478316921,0.005259164
PS,plain,sphere,80,0.01,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chla,Light Reaction,3,3,5.09124,4.65675,0.457538541,0.409387529,26,2023,-0.089261565,0.005275231
PS,plain,sphere,50,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.62712,1.31372,0.19526,0.04922,45,2025,-0.216114959,0.00527981
PS,aminonted,sphere,300,0.2,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,136.94403,127.00968,9.52608,13.33652,36,2021,-0.074277835,0.005296282
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,Tr,Simultaneous Effect,4,4,4.52396,2.18959,0.35877,0.26727,43,2025,-0.724597103,0.005305373
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,Tr,Simultaneous Effect,4,4,4.52396,2.18959,0.35877,0.26727,43,2025,-0.724597103,0.005305373
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,0,25,Fv/Fm,Light Reaction,3,3,0.68548,0.73991,0.064640136,0.061972778,10,2021,0.076096392,0.005309655
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,chla,Light Reaction,4,4,1.61812,0.39326,0.16518,0.04103,43,2025,-1.414491195,0.005333595
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,3,25,carotenoids,Light Reaction,3,3,1.8317,2.05761,0.2051,0.12076,23,2021,0.114785053,0.005336822
PS,plain,sphere,100,0.001,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,40,25,carotenoids,Light Reaction,3,3,0.50433,0.63815,0.06288,0.01316,53,2023,-0.232822567,0.005336915
PS,aminonted,sphere,200,0.025,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,405.21459,355.10278,48.30722,14.9919,36,2021,-0.134081103,0.005342851
PS,aminonted,sphere,41.5,0.002,non,non,0,freshwater,Synechococcus sp.,Algae & Microorganisms,Algae & Microorganisms,4,,chla,Light Reaction,5,5,5.96264,4.71369,0.358173369,0.716369098,42,2025,-0.233093452,0.005351959
PS,aminonted,sphere,300,0.1,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,408.43753,392.24318,48.17478,18.23564,36,2021,-0.042415402,0.005368791
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,4,25,carotenoids,Light Reaction,3,3,2.28574,2.43505,0.17556,0.24954,23,2021,-0.064044561,0.005475087
PS,plain,sphere,80,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.64681,1.22511,0.20839,0.02461,45,2025,-0.29841099,0.005486357
PS,plain,sphere,100,0.01,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,7,25,chla,Light Reaction,3,3,1.69321,1.55323,0.04048,0.19564,37,2023,-0.083740572,0.005492899
PS,plain,sphere,50,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.56877,0.89202,0.05907,0.06727,45,2025,0.449162608,0.005499307
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Pn,Simultaneous Effect,4,4,17.70753,10.71637,1.4445,1.33165,43,2025,-0.501119147,0.005532807
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Pn,Simultaneous Effect,4,4,17.70753,10.71637,1.4445,1.33165,43,2025,-0.501119147,0.005532807
PS,plain,sphere,100,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Pn,Simultaneous Effect,3,3,18.55,11.8,0.76,1.44,35,2023,-0.450167974,0.005536092
PS,plain,sphere,100,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Pn,Simultaneous Effect,3,3,18.55,11.8,0.76,1.44,35,2023,-0.450167974,0.005536092
PS,aminonted,sphere,80,0.005,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,1.78616,1.88015,0.064120521,0.234346474,8,2023,-0.053658002,0.005621648
PS,plain,sphere,100,0.01,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,40,25,chlb,Light Reaction,3,3,1.15992,1.61359,0.1351,0.09276,53,2023,-0.328400246,0.005634435
PS,aminonted,sphere,200,0.003,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,1.66776,1.59559,0.157928393,0.142097448,29,2018,-0.044410517,0.005640683
PS,carboxylated,sphere,100,0.01,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.37285,0.001,0.05625,55,2024,-0.595996164,0.00570679
PS,plain,sphere,400,0.001,TBBPA(tetrabromobisphenol A),Endocrine Disrupting Compound (EDC),0.0005,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,chla,Light Reaction,3,3,100,64.63677,0.001,8.47376,41,2025,-0.433522289,0.005745317
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,Total chl,Light Reaction,4,4,2.36484,0.58114,0.22687,0.06819,43,2025,-1.402903349,0.005751504
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,Total chl,Light Reaction,4,4,2.36484,0.58114,0.22687,0.06819,43,2025,-1.402903349,0.005751504
PS,carboxylated,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,2.11622,2.13029,0.203827739,0.194959639,8,2023,0.006476406,0.005892834
PS,aminonted,sphere,200,0.05,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,405.21459,290.97078,48.30722,17.49054,36,2021,-0.332960367,0.00595371
PS,aminonted,sphere,200,0.1,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,405.21459,270.1487,48.30722,16.38004,36,2021,-0.407200155,0.005974762
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,Gs,Simultaneous Effect,4,4,0.15424,0.04189,0.01872,0.00402,43,2025,-1.304152834,0.005994408
PS,aminonted,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,1.7064,1.88015,0.086325412,0.234346474,8,2023,-0.099128418,0.006045441
PS,aminonted,sphere,200,0.05,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,136.19333,126.75398,8.88408,14.9919,36,2021,-0.070205048,0.006093293
PS,aminonted,sphere,300,0.025,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,136.94403,133.95011,9.52608,15.51392,36,2021,-0.0206757,0.006095567
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,4,25,Ci,Calvin Cycle,4,4,132.24896,109.91076,16.63482,10.29775,43,2025,-0.185897877,0.006160186
PS,aminonted,sphere,200,0.02,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,1.66776,1.44592,0.157928393,0.142132089,29,2018,-0.142619693,0.006219576
PS,plain,sphere,20,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.61563,1.29238,0.21003,0.05415,45,2025,-0.225763516,0.006234457
PS,aminonted,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,2.11622,1.97358,0.203827739,0.192777255,8,2023,-0.069738287,0.006282547
PS,aminonted,sphere,200,0.005,glyphosate,Pesticide,0.005,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.7962,0.80414,0.008244562,0.110054508,29,2018,-0.013026874,0.006298776
PS,plain,sphere,25,0.05,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,chla,Light Reaction,3,3,9.88702,7.46888,0.50846,0.95484,52,2025,-0.278194572,0.006344706
PS,plain,sphere,80,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.64681,1.32192,0.20839,0.07384,45,2025,-0.221903633,0.006392424
PS,aminonted,sphere,90,0.025,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,134.28079,107.49476,11.12426,12.00248,36,2021,-0.221556928,0.00645464
PS,plain,sphere,200,0.05,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,2,23,Ci,Calvin Cycle,3,3,389.79053,315.73493,37.88892,31.43058,14,2023,-0.210629593,0.006463134
PS,plain,sphere,20,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.61563,1.02328,0.21003,0.05251,45,2025,-0.459089557,0.006527239
PS,plain,sphere,79.6,0.001,ZnONPs(ZnO nanospheres),Nanoparticle,0.01,soil,corn,Crops,C4,15,25,chla,Light Reaction,5,5,27.00847,30.02147,3.386278984,3.915377389,38,2023,-0.105891215,0.006556513
PS,aminonted,sphere,75,0.1,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,carotenoids,Light Reaction,3,3,1.3021,0.82684,0.0474,0.11183,49,2022,-0.451294524,0.006557916
PS,plain,sphere,80,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.64681,1.35474,0.20839,0.08204,45,2025,-0.197288119,0.006574999
PS,aminonted,sphere,200,0.005,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.80414,0.7962,0.110054508,0.027504967,29,2018,-0.012845848,0.006660905
PS,plain,sphere,50,0.00025,non,non,0,freshwater,Myriophyllum sp. ¡®Roraima¡¯,Aquatic & Wetland Plants,C3,7,25,carotenoids,Light Reaction,3,3,197.98073,220.05363,27.05607122,7.842345005,39,2024,0.102800604,0.006668161
PS,plain,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,2.11622,1.97038,0.203827739,0.20386238,8,2023,-0.071167103,0.006671693
PS,plain,sphere,100,0.05,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,Pn,Simultaneous Effect,5,5,5.25604,4.31081,0.681821848,0.553963481,19,2024,-0.198283469,0.006679396
PS,plain,sphere,30,0.05,non,non,0,freshwater,Azolla fliculoides Lam.,Aquatic & Wetland Plants,C3,7,25,chlb,Light Reaction,5,5,0.19,0.16,0.02236068,0.02236068,33,2024,-0.171282173,0.006687799
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.000007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,carotenoids,Light Reaction,3,3,0.49054,1.00467,0.04304,0.11166,18,2024,-0.71768325,0.006695313
PS,plain,sphere,100,0.1,As(arsenic),Heavy Metal (HM),0.075,freshwater,Chlamydomonas reinhardtii,Algae & Microorganisms,Algae & Microorganisms,3,25,Pn,Simultaneous Effect,3,3,1.02699,1.18969,0.12202,0.09254,5,2021,-0.145716228,0.006735467
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.000007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chla,Light Reaction,3,3,0.77591,0.99742,0.07154,0.10998,18,2024,-0.251744937,0.00689868
PS,plain,sphere,235,0.1,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Ci,Calvin Cycle,3,3,287.30449,599.3545,36.84033963,39.26405028,51,2022,0.733285539,0.006927352
PS,aminonted,sphere,200,0.005,glyphosate,Pesticide,0.001,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.82519,0.80414,0.037135169,0.110054508,29,2018,0.023056038,0.00693832
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Tr,Simultaneous Effect,4,4,4.07009,3.01427,0.44183,0.38284,43,2025,-0.29976405,0.006991371
PS,plain,sphere,50,0.006,non,non,0,freshwater,Myriophyllum sp. ¡®Roraima¡¯,Aquatic & Wetland Plants,C3,7,25,carotenoids,Light Reaction,3,3,197.98073,218.12933,27.05607122,10.39109241,39,2024,0.094183995,0.007001431
PS,plain,sphere,235,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Ci,Calvin Cycle,3,3,287.30449,543.66127,36.84033963,36.84033963,51,2022,0.635808724,0.007027582
PS,plain,sphere,50,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.62712,1.03149,0.19526,0.08532,45,2025,-0.457067056,0.007095004
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,5,25,NPQ,Light Reaction,3,3,0.17683,0.34262,0.004052999,0.049328807,10,2021,0.664800399,0.007108626
PS,plain,sphere,80,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.5819,0.73121,0.05743,0.07876,45,2025,0.22871231,0.007126862
PS,plain,sphere,235,0.05,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Ci,Calvin Cycle,3,3,287.30449,540.30289,36.84033963,37.8098031,51,2022,0.629663088,0.007129465
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,7,25,NPQ,Light Reaction,3,3,0.16718,0.39743,0.002840563,0.057815856,10,2021,0.869426755,0.007175376
PS,plain,sphere,200,0.05,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,2,23,Ci,Calvin Cycle,3,3,334.67939,323.48494,24.97224,40.9028,14,2023,-0.032283689,0.007201123
PS,plain,sphere,61.71,1,non,non,0,soil,Triticum aestivum L.,Crops,C3,14,27.5,Tr,Simultaneous Effect,4,4,4.86681,4.90876,0.41188,0.72462,27,2024,0.010411259,0.007254766
PS,plain,sphere,235,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Carbon assimilation rate,Calvin Cycle,3,3,9.02538,6.98156,0.83077817,0.804295113,51,2022,-0.255968447,0.007262013
PS,plain,sphere,200,0.1,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,chlb,Light Reaction,3,3,5.70055,4.82176,0.63975,0.464,52,2025,-0.167979385,0.007298567
PS,aminonted,sphere,200,0.01,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,1.66776,1.48239,0.157928393,0.171057338,29,2018,-0.117101025,0.00744187
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,0,25,Fv/Fm,Light Reaction,3,3,0.68548,0.76816,0.064640136,0.088888847,10,2021,0.11462839,0.007441902
PS,aminonted,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,2.11622,1.86165,0.203827739,0.212695839,8,2023,-0.127538886,0.007457678
PS,plain,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chlb,Light Reaction,3,3,2.11622,2.11622,0.203827739,0.243699549,8,2023,0.000664068,0.007527317
PS,plain,sphere,100,0.01,non,non,0,freshwater,Chrysanthemum coronarium L.,Ornamental Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,79.3,47.2,6.06,6.12,13,2024,-0.517015542,0.007568194
PS,plain,sphere,20,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.61563,1.24644,0.21003,0.09681,45,2025,-0.261244684,0.007661955
PS,plain,sphere,500,0.05,non,non,0,freshwater,Synechocystis sp.,Algae & Microorganisms,Algae & Microorganisms,4,28,chla,Light Reaction,3,3,0.89189,1.04897,0.0233,0.15662,25,2022,0.165822954,0.007686125
PS,aminonted,sphere,50,0.005,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chlc,Light Reaction,3,3,0.32057,0.23251,-0.002650038,0.035281875,24,2025,-0.317341136,0.007727596
PS,plain,sphere,70,0.0002,non,non,0,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,carotenoids,Light Reaction,3,3,1.00467,0.70049,0.11166,0.07328,18,2024,-0.360869075,0.007780493
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,2,25,Fv/Fm,Light Reaction,3,3,0.74276,0.62509,0.0763488,0.070944801,10,2021,-0.17209146,0.007831125
PS,plain,sphere,50,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.56877,0.8953,0.05907,0.10173,45,2025,0.454036894,0.007914736
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,7,25,NPQ,Light Reaction,3,3,0.16718,0.46096,0.002840563,0.070529109,10,2021,1.018093826,0.007930177
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chlb,Light Reaction,3,3,2.26546,2.72594,0.28382,0.24906,23,2021,-0.1838109,0.008031989
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,5,25,NPQ,Light Reaction,3,3,0.17683,0.33374,0.004052999,0.051441909,10,2021,0.639045608,0.008125963
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,4,25,Gs,Simultaneous Effect,4,4,0.13272,0.10515,0.01635,0.01388,43,2025,-0.232572705,0.008166858
PS,plain,sphere,100,0.1,As(arsenic),Heavy Metal (HM),0.15,freshwater,Chlamydomonas reinhardtii,Algae & Microorganisms,Algae & Microorganisms,3,25,Pn,Simultaneous Effect,3,3,0.58311,0.72344,0.0478,0.0966,5,2021,-0.217493454,0.0082034
PS,aminonted,sphere,90,0.2,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,134.28079,61.09491,11.12426,8.19682,36,2021,-0.785648276,0.0083084
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,4,25,carotenoids,Light Reaction,3,3,2.43505,2.66169,0.24954,0.31928,23,2021,0.089641821,0.008314546
PS,aminonted,sphere,300,0.025,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,408.43753,403.26622,48.17478,43.00348,36,2021,-0.013165422,0.008445805
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,2,25,Fv/Fm,Light Reaction,3,3,0.74276,0.61187,0.0763488,0.075413492,10,2021,-0.193082328,0.008604586
PS,plain,sphere,65.776,2,non,non,0,soil,Hordeum vulgare L.,Crops,C3,7,22,rubisco activity,Calvin Cycle,3,3,46.37694,45.29856,5.012347191,5.390627087,16,2022,-0.023113681,0.008632877
PS,aminonted,sphere,50,0.01,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,carotenoids,Light Reaction,3,3,0.3289,0.08508,0.00341214,0.01364856,24,2025,-1.347890588,0.008650895
PS,plain,sphere,100,0.1,non,non,0,freshwater,S. cereale,Crops,C3,7,22.5,chlb,Light Reaction,4,4,1.21341,0.68935,0.11332,0.11179,47,2025,-0.563243659,0.008778954
PS,plain,sphere,20,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.57533,0.94124,0.05907,0.11814,45,2025,0.49312314,0.008785136
